Species,Number,Detector.ID,Date,Time,Latitude,Longitude
Pipistrellus pygmaeus,1,A2,20/08/2018,01:48:53,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,02:00:10,55.01658333,-5.008966667
Pipistrellus pipistrellus,1,A2,20/08/2018,02:03:49,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,02:04:42,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,02:13:17,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,03:02:02,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,03:02:54,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,03:05:23,55.01658333,-5.008966667
Pipistrellus pipistrellus,1,A2,20/08/2018,03:08:04,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,03:15:37,55.01658333,-5.008966667
Nyctalus spp.,1,A2,20/08/2018,03:16:56,55.01658333,-5.008966667
Myotis spp.,1,A2,20/08/2018,03:21:09,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,03:27:05,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,03:27:09,55.01658333,-5.008966667
Nyctalus noctula,1,A2,20/08/2018,03:59:09,55.01658333,-5.008966667
Nyctalus spp.,1,A2,20/08/2018,03:59:18,55.01658333,-5.008966667
Nyctalus spp.,1,A2,20/08/2018,03:59:22,55.01658333,-5.008966667
Nyctalus spp.,1,A2,20/08/2018,03:59:30,55.01658333,-5.008966667
Nyctalus leisleri,1,A2,20/08/2018,03:59:34,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,04:04:16,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,04:04:30,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,04:04:40,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,04:06:21,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,04:06:23,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,04:08:27,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,04:08:59,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,04:09:03,55.01658333,-5.008966667
Nyctalus spp.,1,A2,20/08/2018,04:16:55,55.01658333,-5.008966667
Nyctalus spp.,1,A2,20/08/2018,04:17:14,55.01658333,-5.008966667
Myotis spp.,1,A2,20/08/2018,04:29:17,55.01658333,-5.008966667
Myotis spp.,1,A2,20/08/2018,04:29:56,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,04:49:45,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,04:53:38,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,05:01:08,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,05:01:14,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,05:01:17,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,05:01:20,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,05:01:30,55.01658333,-5.008966667
Pipistrellus pipistrellus,1,A2,20/08/2018,05:13:32,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,05:52:09,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,05:58:05,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,05:58:08,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,05:58:12,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,05:58:15,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,05:58:18,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,06:16:43,55.01658333,-5.008966667
Nyctalus spp.,1,A2,20/08/2018,06:25:45,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,19/08/2018,23:26:33,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,19/08/2018,23:53:21,55.01658333,-5.008966667
Pipistrellus pipistrellus,1,A2,21/08/2018,00:01:15,55.01658333,-5.008966667
Myotis spp.,1,A2,21/08/2018,00:17:08,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,00:30:18,55.01658333,-5.008966667
Nyctalus spp.,1,A2,21/08/2018,00:52:20,55.01658333,-5.008966667
Myotis spp.,1,A2,21/08/2018,01:05:45,55.01658333,-5.008966667
Plecotus auritus,1,A2,21/08/2018,01:10:31,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,01:19:17,55.01658333,-5.008966667
Nyctalus spp.,1,A2,21/08/2018,01:20:55,55.01658333,-5.008966667
Nyctalus spp.,1,A2,21/08/2018,01:20:59,55.01658333,-5.008966667
Nyctalus spp.,1,A2,21/08/2018,01:21:02,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,01:25:50,55.01658333,-5.008966667
Pipistrellus pipistrellus,1,A2,21/08/2018,01:34:50,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,01:37:51,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,01:41:34,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,01:41:56,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,01:42:01,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,01:42:06,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,01:49:57,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,02:06:50,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,02:06:57,55.01658333,-5.008966667
Myotis spp.,1,A2,21/08/2018,02:14:19,55.01658333,-5.008966667
Nyctalus spp.,1,A2,21/08/2018,02:24:03,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,02:27:07,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,02:30:53,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,02:32:52,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,02:39:43,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,02:49:36,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,02:51:22,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,02:57:18,55.01658333,-5.008966667
Nyctalus spp.,1,A2,21/08/2018,03:04:54,55.01658333,-5.008966667
Nyctalus spp.,1,A2,21/08/2018,03:05:15,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,03:32:42,55.01658333,-5.008966667
Nyctalus noctula,1,A2,21/08/2018,03:40:32,55.01658333,-5.008966667
Nyctalus noctula,1,A2,21/08/2018,03:42:26,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,03:49:30,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,03:49:36,55.01658333,-5.008966667
Myotis spp.,1,A2,21/08/2018,03:50:58,55.01658333,-5.008966667
Nyctalus spp.,1,A2,21/08/2018,04:03:14,55.01658333,-5.008966667
Nyctalus spp.,1,A2,21/08/2018,04:03:22,55.01658333,-5.008966667
Nyctalus spp.,1,A2,21/08/2018,04:03:43,55.01658333,-5.008966667
Nyctalus spp.,1,A2,21/08/2018,04:03:46,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,04:07:07,55.01658333,-5.008966667
Nyctalus spp.,1,A2,21/08/2018,05:22:10,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,06:10:05,55.01658333,-5.008966667
Pipistrellus pipistrellus,1,A2,20/08/2018,23:28:56,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,23:40:18,55.01658333,-5.008966667
Nyctalus leisleri,1,A2,20/08/2018,23:42:02,55.01658333,-5.008966667
Nyctalus noctula,1,A2,20/08/2018,23:46:53,55.01658333,-5.008966667
Nyctalus spp.,1,A2,20/08/2018,23:50:29,55.01658333,-5.008966667
Nyctalus spp.,1,A2,20/08/2018,23:50:33,55.01658333,-5.008966667
Nyctalus noctula,1,A2,20/08/2018,23:50:45,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,23:53:42,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,23:54:32,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,23:57:10,55.01658333,-5.008966667
Nyctalus noctula,1,A2,20/08/2018,23:58:27,55.01658333,-5.008966667
Nyctalus spp.,1,A2,20/08/2018,23:58:29,55.01658333,-5.008966667
Nyctalus spp.,1,A2,20/08/2018,23:58:38,55.01658333,-5.008966667
Nyctalus noctula,1,A2,20/08/2018,23:58:46,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,20/08/2018,23:59:35,55.01658333,-5.008966667
Nyctalus spp.,1,A2,22/08/2018,00:56:45,55.01658333,-5.008966667
Nyctalus spp.,1,A2,21/08/2018,23:07:06,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,21/08/2018,23:24:29,55.01658333,-5.008966667
Nyctalus spp.,1,A2,23/08/2018,00:04:31,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,23/08/2018,00:21:54,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,23/08/2018,01:36:08,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,23/08/2018,01:46:13,55.01658333,-5.008966667
Myotis spp.,1,A2,23/08/2018,01:54:01,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,23/08/2018,02:12:02,55.01658333,-5.008966667
Nyctalus leisleri,1,A2,23/08/2018,02:17:54,55.01658333,-5.008966667
Nyctalus spp.,1,A2,23/08/2018,02:18:03,55.01658333,-5.008966667
Nyctalus spp.,1,A2,23/08/2018,02:18:43,55.01658333,-5.008966667
Nyctalus spp.,1,A2,23/08/2018,02:18:49,55.01658333,-5.008966667
Myotis spp.,1,A2,23/08/2018,02:18:53,55.01658333,-5.008966667
Nyctalus spp.,1,A2,23/08/2018,02:18:53,55.01658333,-5.008966667
Nyctalus spp.,1,A2,23/08/2018,02:45:08,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,22/08/2018,23:14:29,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,22/08/2018,23:17:49,55.01658333,-5.008966667
Nyctalus spp.,1,A2,22/08/2018,23:19:40,55.01658333,-5.008966667
Nyctalus spp.,1,A2,22/08/2018,23:20:15,55.01658333,-5.008966667
Nyctalus spp.,1,A2,22/08/2018,23:21:07,55.01658333,-5.008966667
Nyctalus spp.,1,A2,22/08/2018,23:22:45,55.01658333,-5.008966667
Nyctalus noctula,1,A2,22/08/2018,23:23:45,55.01658333,-5.008966667
Nyctalus leisleri,1,A2,22/08/2018,23:23:59,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,22/08/2018,23:54:52,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,23/08/2018,23:16:15,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,23/08/2018,23:48:10,55.01658333,-5.008966667
Nyctalus spp.,1,A2,25/08/2018,01:19:18,55.01658333,-5.008966667
Myotis spp.,1,A2,25/08/2018,04:47:11,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,24/08/2018,23:12:14,55.01658333,-5.008966667
Pipistrellus pipistrellus,1,A2,24/08/2018,23:27:08,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,24/08/2018,23:31:00,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,26/08/2018,00:01:01,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,26/08/2018,00:01:20,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,26/08/2018,00:09:19,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,26/08/2018,00:09:23,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,26/08/2018,00:09:32,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,26/08/2018,00:45:29,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,26/08/2018,01:50:59,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,26/08/2018,01:54:04,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,26/08/2018,03:12:56,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,26/08/2018,03:13:03,55.01658333,-5.008966667
Nyctalus spp.,1,A2,26/08/2018,03:45:38,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,26/08/2018,05:03:56,55.01658333,-5.008966667
Nyctalus spp.,1,A2,26/08/2018,05:04:02,55.01658333,-5.008966667
Nyctalus spp.,1,A2,26/08/2018,05:04:06,55.01658333,-5.008966667
Nyctalus noctula,1,A2,25/08/2018,23:05:33,55.01658333,-5.008966667
Pipistrellus pipistrellus,1,A2,25/08/2018,23:12:37,55.01658333,-5.008966667
Pipistrellus pipistrellus,1,A2,25/08/2018,23:12:42,55.01658333,-5.008966667
Nyctalus noctula,1,A2,25/08/2018,23:20:23,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,25/08/2018,23:32:18,55.01658333,-5.008966667
Nyctalus spp.,1,A2,25/08/2018,23:41:55,55.01658333,-5.008966667
Nyctalus spp.,1,A2,25/08/2018,23:57:34,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,25/08/2018,23:57:34,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,25/08/2018,23:57:42,55.01658333,-5.008966667
Nyctalus spp.,1,A2,26/08/2018,23:04:03,55.01658333,-5.008966667
Nyctalus noctula,1,A2,26/08/2018,23:04:12,55.01658333,-5.008966667
Nyctalus spp.,1,A2,26/08/2018,23:05:03,55.01658333,-5.008966667
Nyctalus spp.,1,A2,26/08/2018,23:05:13,55.01658333,-5.008966667
Nyctalus spp.,1,A2,26/08/2018,23:05:26,55.01658333,-5.008966667
Nyctalus spp.,1,A2,26/08/2018,23:05:37,55.01658333,-5.008966667
Nyctalus spp.,1,A2,26/08/2018,23:06:00,55.01658333,-5.008966667
Nyctalus spp.,1,A2,26/08/2018,23:06:05,55.01658333,-5.008966667
Nyctalus spp.,1,A2,26/08/2018,23:06:49,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,00:24:30,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,00:24:40,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,00:25:47,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,00:25:56,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,00:25:56,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,00:26:36,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,00:48:20,55.01658333,-5.008966667
Nyctalus noctula,1,A2,28/08/2018,01:05:14,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:06:55,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:06:58,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:19:04,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:19:12,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:19:57,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:20:21,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:21:03,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:25:51,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:25:54,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:26:00,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:26:06,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:26:30,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:26:36,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:27:16,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:27:42,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:28:42,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:29:07,55.01658333,-5.008966667
Pipistrellus pygmaeus,2,A2,28/08/2018,01:29:15,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:29:59,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:30:03,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:30:08,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,01:38:53,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,01:51:26,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,01:51:33,55.01658333,-5.008966667
Nyctalus noctula,1,A2,28/08/2018,01:52:58,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,02:00:09,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,02:00:18,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,02:00:21,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,02:21:05,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,02:54:15,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,02:54:21,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,03:03:37,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,03:40:54,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,03:41:10,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,03:41:12,55.01658333,-5.008966667
Myotis spp.,1,A2,28/08/2018,03:42:49,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,03:52:05,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,03:55:10,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,04:26:08,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,04:45:16,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,04:48:17,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,27/08/2018,23:00:44,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,27/08/2018,23:00:56,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,27/08/2018,23:01:32,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,27/08/2018,23:01:45,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,27/08/2018,23:02:24,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,27/08/2018,23:02:28,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,27/08/2018,23:04:24,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,27/08/2018,23:04:28,55.01658333,-5.008966667
Nyctalus noctula,1,A2,27/08/2018,23:50:10,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,00:00:54,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,00:00:58,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,00:01:09,55.01658333,-5.008966667
Nyctalus spp.,1,A2,29/08/2018,00:22:12,55.01658333,-5.008966667
Nyctalus spp.,1,A2,29/08/2018,00:22:17,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,01:03:48,55.01658333,-5.008966667
Pipistrellus pipistrellus,1,A2,29/08/2018,05:19:52,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,05:42:54,55.01658333,-5.008966667
Nyctalus spp.,1,A2,28/08/2018,22:41:58,55.01658333,-5.008966667
Pipistrellus pipistrellus,1,A2,28/08/2018,23:36:05,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,28/08/2018,23:41:21,55.01658333,-5.008966667
Nyctalus spp.,1,A2,30/08/2018,00:24:08,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,00:28:30,55.01658333,-5.008966667
Nyctalus spp.,1,A2,30/08/2018,01:05:14,55.01658333,-5.008966667
Nyctalus spp.,1,A2,30/08/2018,01:08:43,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,01:12:21,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,01:34:48,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,01:34:53,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,01:34:56,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,01:35:06,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,01:35:15,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,01:35:50,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,01:36:40,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,01:36:49,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,02:09:25,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,02:09:59,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,02:10:09,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,02:10:13,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,02:10:26,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,02:10:32,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,02:10:38,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,02:10:46,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,02:11:10,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,02:11:26,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,02:11:44,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,02:14:48,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,04:05:33,55.01658333,-5.008966667
Nyctalus leisleri,1,A2,30/08/2018,04:30:08,55.01658333,-5.008966667
Nyctalus spp.,1,A2,30/08/2018,04:30:14,55.01658333,-5.008966667
Nyctalus leisleri,1,A2,30/08/2018,04:30:18,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,06:05:50,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,30/08/2018,06:09:45,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,22:52:49,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,22:53:30,55.01658333,-5.008966667
Pipistrellus pipistrellus,1,A2,29/08/2018,23:07:07,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:13:58,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:26:57,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:28:32,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:28:40,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:28:50,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:31:23,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:31:36,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:32:12,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:35:16,55.01658333,-5.008966667
Pipistrellus pygmaeus,2,A2,29/08/2018,23:35:20,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:35:44,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:37:06,55.01658333,-5.008966667
Nyctalus spp.,1,A2,29/08/2018,23:38:00,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:39:15,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:41:00,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:41:12,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:41:46,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:41:58,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:42:54,55.01658333,-5.008966667
Pipistrellus pygmaeus,2,A2,29/08/2018,23:42:58,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:43:06,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:43:12,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:43:23,55.01658333,-5.008966667
Pipistrellus pygmaeus,2,A2,29/08/2018,23:43:29,55.01658333,-5.008966667
Pipistrellus pygmaeus,2,A2,29/08/2018,23:43:43,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:44:07,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:44:21,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:44:26,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:44:29,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:44:33,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:44:48,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:44:51,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:44:55,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:45:17,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:45:22,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:46:22,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:46:36,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:46:40,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:46:51,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:47:10,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:47:31,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:47:35,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:49:44,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:50:00,55.01658333,-5.008966667
Pipistrellus pygmaeus,1,A2,29/08/2018,23:51:01,55.01658333,-5.008966667
