Species,Number,Location ID,Date,Time,Latitude,Longitude
Pipistrellus pipistrellus,1,A3,07/08/2018,23:25:53,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:25:58,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:26:05,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:26:13,55.15971667,-3.157716667
Pipistrellus pipistrellus,2,A3,07/08/2018,23:26:17,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:26:31,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:26:36,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:26:53,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:26:59,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:28:42,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:28:46,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:29:17,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:29:35,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:29:39,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:29:46,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:29:52,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:29:59,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:30:07,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:30:14,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:30:24,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:30:53,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:31:00,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:31:09,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:31:14,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:31:21,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:32:09,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:32:14,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:32:19,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:32:39,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:32:46,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:32:55,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:33:01,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:33:06,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:33:12,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:33:19,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:33:24,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:33:30,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:33:37,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:33:42,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:33:47,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:33:54,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:34:00,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:34:07,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:34:12,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:34:21,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:34:24,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:34:30,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:34:35,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:34:45,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:34:48,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:34:52,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:35:02,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:35:09,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:35:15,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:35:21,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:35:26,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:35:30,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:36:09,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:36:32,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:36:38,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:36:48,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:36:51,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:36:58,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:37:11,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:37:24,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:37:36,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:37:40,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:37:52,55.15971667,-3.157716667
Myotis spp.,1,A3,07/08/2018,23:37:52,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:38:00,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:38:16,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:38:42,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:38:50,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:39:07,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:39:12,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:39:37,55.15971667,-3.157716667
Myotis spp.,1,A3,07/08/2018,23:39:46,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:39:49,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:39:54,55.15971667,-3.157716667
Myotis spp.,1,A3,07/08/2018,23:39:54,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:40:04,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:40:16,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:40:41,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:41:25,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:41:29,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:41:48,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:42:17,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:45:48,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:46:06,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:46:10,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:46:29,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:46:39,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:46:52,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:47:03,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:48:38,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:48:47,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:48:55,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:49:03,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:49:10,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:49:17,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:49:23,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:49:34,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:49:43,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:49:52,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:50:00,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:50:09,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:50:16,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:50:24,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:50:32,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:52:39,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:52:45,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:52:53,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:55:01,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:55:05,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:55:12,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:55:46,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:56:46,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:57:12,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:57:21,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:57:45,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:58:38,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,07/08/2018,23:58:52,55.15971667,-3.157716667
Myotis spp.,1,A3,09/08/2018,01:39:04,55.15971667,-3.157716667
Myotis spp.,1,A3,09/08/2018,23:17:46,55.15971667,-3.157716667
Myotis spp.,1,A3,09/08/2018,23:34:24,55.15971667,-3.157716667
Myotis spp.,1,A3,11/08/2018,01:29:51,55.15971667,-3.157716667
Myotis spp.,1,A3,11/08/2018,02:10:31,55.15971667,-3.157716667
Myotis spp.,1,A3,11/08/2018,02:10:38,55.15971667,-3.157716667
Myotis spp.,1,A3,11/08/2018,02:10:48,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,10/08/2018,22:18:51,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,13/08/2018,03:09:49,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,13/08/2018,03:17:15,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,13/08/2018,03:18:12,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,13/08/2018,03:20:48,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,13/08/2018,03:21:05,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,13/08/2018,03:21:15,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,13/08/2018,03:22:52,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,13/08/2018,03:24:13,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,13/08/2018,03:24:22,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,13/08/2018,03:24:39,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,13/08/2018,03:25:25,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,13/08/2018,03:25:36,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:13:41,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:13:59,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:14:30,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:14:36,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:17:31,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:23:17,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:24:08,55.15971667,-3.157716667
Pipistrellus nathusii,1,A3,14/08/2018,00:27:06,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:30:38,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:31:33,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:31:37,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:31:39,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:32:09,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:32:34,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:32:45,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:32:48,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:32:53,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:41:36,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:41:46,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:43:04,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:51:26,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,00:54:32,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,01:27:26,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,01:27:58,55.15971667,-3.157716667
Nyctalus noctula,1,A3,14/08/2018,01:30:19,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,01:30:41,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,01:30:47,55.15971667,-3.157716667
Myotis spp.,1,A3,14/08/2018,01:31:17,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,01:32:54,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,01:35:06,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,01:35:12,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,01:37:41,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,01:42:41,55.15971667,-3.157716667
Myotis spp.,1,A3,14/08/2018,01:50:07,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,01:50:33,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,01:51:15,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,01:54:41,55.15971667,-3.157716667
Pipistrellus pygmaeus,1,A3,14/08/2018,01:54:58,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,01:58:40,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,01:59:29,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:05:31,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:06:18,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:06:25,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:10:02,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:10:07,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:10:10,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:10:16,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:10:46,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:10:57,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:11:30,55.15971667,-3.157716667
Pipistrellus nathusii,1,A3,14/08/2018,02:12:34,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:13:53,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:14:03,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:14:10,55.15971667,-3.157716667
Pipistrellus pygmaeus,1,A3,14/08/2018,02:14:16,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:14:24,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:15:38,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:15:43,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:17:17,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:18:08,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:18:16,55.15971667,-3.157716667
Myotis spp.,1,A3,14/08/2018,02:18:40,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:19:15,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:19:20,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:19:33,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:19:38,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:19:46,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:19:52,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:20:02,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:20:25,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:20:41,55.15971667,-3.157716667
Pipistrellus pipistrellus,2,A3,14/08/2018,02:20:46,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:20:50,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:21:05,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:21:13,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:21:20,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:21:45,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:21:55,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:22:11,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:22:17,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:22:46,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:23:42,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:24:00,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:24:11,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:24:34,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:24:41,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:25:03,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:25:22,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:25:28,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:25:35,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:25:54,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:26:03,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:26:24,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:26:28,55.15971667,-3.157716667
Pipistrellus nathusii,1,A3,14/08/2018,02:26:54,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:27:30,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:28:11,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:28:25,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:29:14,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:29:33,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:29:48,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:30:30,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:30:45,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:31:08,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:31:25,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:32:10,55.15971667,-3.157716667
Pipistrellus nathusii,1,A3,14/08/2018,02:32:53,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:33:07,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:33:53,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:33:56,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:34:26,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:35:00,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:35:20,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:35:30,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:35:33,55.15971667,-3.157716667
Pipistrellus nathusii,1,A3,14/08/2018,02:35:57,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:37:52,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:38:40,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:38:51,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:38:59,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:39:26,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:39:35,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:40:21,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:40:33,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:43:24,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:45:51,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:48:48,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:49:07,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:49:12,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:49:53,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:52:20,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:54:42,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:54:47,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:55:13,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:55:19,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:55:29,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:55:47,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:56:04,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:56:40,55.15971667,-3.157716667
Pipistrellus pipistrellus,2,A3,14/08/2018,02:56:50,55.15971667,-3.157716667
Nyctalus noctula,1,A3,14/08/2018,02:56:50,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:56:57,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:57:12,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:57:20,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:57:26,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:57:32,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:58:12,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:58:28,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:58:48,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:59:03,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:59:16,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:59:34,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,02:59:40,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,03:00:08,55.15971667,-3.157716667
Pipistrellus nathusii,1,A3,14/08/2018,03:00:28,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,03:00:49,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,03:01:33,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,03:01:58,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,03:02:18,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,03:02:37,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,03:02:53,55.15971667,-3.157716667
Pipistrellus pygmaeus,1,A3,14/08/2018,03:06:12,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,03:06:26,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,03:06:56,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,03:08:22,55.15971667,-3.157716667
Pipistrellus nathusii,1,A3,14/08/2018,03:08:41,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,03:08:51,55.15971667,-3.157716667
Pipistrellus nathusii,1,A3,14/08/2018,03:09:30,55.15971667,-3.157716667
Pipistrellus pipistrellus,1,A3,14/08/2018,03:09:40,55.15971667,-3.157716667
Pipistrellus nathusii,1,A3,14/08/2018,03:10:27,55.15971667,-3.157716667
