"","location_name","lat","lon","date","species_tvk","species","passes","percentile","activity_level","pass_definition","detector_make","detector_model","detector_height_m","roost_within_25m","activity_elevated_by_roost","roost_species","linear_feature_adjacent","linear_feature_25m","anthropogenic_feature_adjacent","anthropogenic_feature_25m","temperature_c","rainfall","wind_speed_mph","method_of_classification","analysis_software_used","site_name","reference_range_size","location_filter","date_filter","detector_make_filter","timestamp","DateTime","Night","Month","sunset","sunrise","night_length_hr","night_length_min","post_set_min","pre_rise_min","post_set_hr","pre_rise_hr","post_set_hr_int","pre_rise_hr_int","Spp","lower","upper","passes.per.hour"
"254","d6",55.0269,-6.821783,"2018-08-30","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-30 23:09:41",2018-08-30 23:09:41,2018-08-30,"Aug",2018-08-30 20:28:02,2018-08-31 06:32:49,10.0797222222222,604.783333333333,161.65,443.133333333333,2.69416666666667,7.38555555555556,3,7,"Common pipistrelle",22,32,0.1
"255","d8",55.022133,-6.82135,"2018-08-30","NHMSYS0020001355","Pipistrellus pipistrellus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-30 21:53:04",2018-08-30 21:53:04,2018-08-30,"Aug",2018-08-30 20:28:02,2018-08-31 06:32:49,10.0797222222222,604.783333333333,85.0333333333333,519.75,1.41722222222222,8.6625,1,9,"Common pipistrelle",22,32,0.2
"256","d9",55.01965,-6.82065,"2018-08-30","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-30 22:32:01",2018-08-30 22:32:01,2018-08-30,"Aug",2018-08-30 20:28:02,2018-08-31 06:32:49,10.0797222222222,604.783333333333,123.983333333333,480.8,2.06638888888889,8.01333333333333,2,8,"Common pipistrelle",22,32,0.1
"257","d10",55.017283,-6.81975,"2018-09-01","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-09-01 21:17:58",2018-09-01 21:17:58,2018-09-01,"Sep",2018-09-01 20:23:03,2018-09-02 06:36:33,10.225,613.5,54.9166666666667,558.583333333333,0.915277777777778,9.30972222222222,1,9,"Common pipistrelle",22,32,0.1
"258","d6",55.0269,-6.821783,"2018-09-01","NHMSYS0020001355","Pipistrellus pipistrellus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-09-01 20:57:48",2018-09-01 20:57:48,2018-09-01,"Sep",2018-09-01 20:23:03,2018-09-02 06:36:33,10.225,613.5,34.75,578.75,0.579166666666667,9.64583333333333,1,10,"Common pipistrelle",22,32,0.2
"259","d8",55.022133,-6.82135,"2018-09-01","NHMSYS0020001355","Pipistrellus pipistrellus",5,67,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-09-01 21:15:35",2018-09-01 21:15:35,2018-09-01,"Sep",2018-09-01 20:23:03,2018-09-02 06:36:33,10.225,613.5,52.5333333333333,560.966666666667,0.875555555555556,9.34944444444444,1,9,"Common pipistrelle",22,32,0.49
"260","d9",55.01965,-6.82065,"2018-09-01","NHMSYS0020001355","Pipistrellus pipistrellus",3,51,"medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-09-01 21:33:15",2018-09-01 21:33:15,2018-09-01,"Sep",2018-09-01 20:23:03,2018-09-02 06:36:33,10.225,613.5,70.2,543.3,1.17,9.055,1,9,"Common pipistrelle",22,32,0.29
"261","d10",55.017283,-6.81975,"2018-09-04","NHMSYS0020001355","Pipistrellus pipistrellus",7,73,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-09-04 20:48:48",2018-09-04 20:48:48,2018-09-04,"Sep",2018-09-04 20:15:30,2018-09-05 06:42:08,10.4438888888889,626.633333333333,33.3,593.333333333333,0.555,9.88888888888889,1,10,"Common pipistrelle",22,32,0.67
"262","d6",55.0269,-6.821783,"2018-09-04","NHMSYS0020001355","Pipistrellus pipistrellus",46,96,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-09-04 20:50:32",2018-09-04 20:50:32,2018-09-04,"Sep",2018-09-04 20:15:30,2018-09-05 06:42:08,10.4438888888889,626.633333333333,35.0333333333333,591.6,0.583888888888889,9.86,1,10,"Common pipistrelle",22,32,4.4
"263","d8",55.022133,-6.82135,"2018-09-04","NHMSYS0020001355","Pipistrellus pipistrellus",18,87,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-09-04 20:45:59",2018-09-04 20:45:59,2018-09-04,"Sep",2018-09-04 20:15:30,2018-09-05 06:42:08,10.4438888888889,626.633333333333,30.4833333333333,596.15,0.508055555555556,9.93583333333333,1,10,"Common pipistrelle",22,32,1.72
"264","d9",55.01965,-6.82065,"2018-09-04","NHMSYS0020001355","Pipistrellus pipistrellus",3,51,"medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-09-04 21:25:31",2018-09-04 21:25:31,2018-09-04,"Sep",2018-09-04 20:15:30,2018-09-05 06:42:08,10.4438888888889,626.633333333333,70.0166666666667,556.616666666667,1.16694444444444,9.27694444444444,1,9,"Common pipistrelle",22,32,0.29
"265","d6",55.0269,-6.821783,"2018-09-05","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-09-05 22:01:59",2018-09-05 22:01:59,2018-09-05,"Sep",2018-09-05 20:12:58,2018-09-06 06:43:59,10.5169444444444,631.016666666667,109.016666666667,522,1.81694444444444,8.7,2,9,"Common pipistrelle",22,32,0.1
"266","d8",55.022133,-6.82135,"2018-09-05","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-09-05 22:13:24",2018-09-05 22:13:24,2018-09-05,"Sep",2018-09-05 20:12:58,2018-09-06 06:43:59,10.5169444444444,631.016666666667,120.433333333333,510.583333333333,2.00722222222222,8.50972222222222,2,9,"Common pipistrelle",22,32,0.1
"267","d6",55.0269,-6.821783,"2018-09-07","NHMSYS0020001355","Pipistrellus pipistrellus",3,51,"medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-09-07 21:45:11",2018-09-07 21:45:11,2018-09-07,"Sep",2018-09-07 20:07:53,2018-09-08 06:47:42,10.6636111111111,639.816666666667,97.3,542.516666666667,1.62166666666667,9.04194444444444,2,9,"Common pipistrelle",22,32,0.28
"268","d8",55.022133,-6.82135,"2018-09-07","NHMSYS0020001355","Pipistrellus pipistrellus",5,67,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-09-07 20:42:47",2018-09-07 20:42:47,2018-09-07,"Sep",2018-09-07 20:07:53,2018-09-08 06:47:42,10.6636111111111,639.816666666667,34.9,604.916666666667,0.581666666666667,10.0819444444444,1,10,"Common pipistrelle",22,32,0.47
"269","d10",55.017283,-6.81975,"2018-07-11","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-07-11 03:01:13",2018-07-11 03:01:13,2018-07-10,"Jul",2018-07-10 22:04:37,2018-07-11 05:04:01,6.99,419.4,296.6,122.8,4.94333333333333,2.04666666666667,5,2,"Soprano pipistrelle",22,28,0.14
"270","d10",55.017283,-6.81975,"2018-07-13","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-07-13 00:07:43",2018-07-13 00:07:43,2018-07-12,"Jul",2018-07-12 22:02:39,2018-07-13 05:06:36,7.06583333333333,423.95,125.066666666667,298.883333333333,2.08444444444444,4.98138888888889,2,5,"Soprano pipistrelle",22,28,0.14
"271","d8",55.022133,-6.82135,"2018-07-14","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-07-14 02:15:57",2018-07-14 02:15:57,2018-07-13,"Jul",2018-07-13 22:01:35,2018-07-14 05:07:56,7.10583333333333,426.35,254.366666666667,171.983333333333,4.23944444444444,2.86638888888889,4,3,"Soprano pipistrelle",22,28,0.14
"272","d8",55.022133,-6.82135,"2018-07-16","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-07-16 03:05:22",2018-07-16 03:05:22,2018-07-15,"Jul",2018-07-15 21:59:18,2018-07-16 05:10:44,7.19055555555556,431.433333333333,306.066666666667,125.366666666667,5.10111111111111,2.08944444444444,5,2,"Soprano pipistrelle",22,28,0.14
"273","d10",55.017283,-6.81975,"2018-07-18","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-07-18 04:01:40",2018-07-18 04:01:40,2018-07-17,"Jul",2018-07-17 21:56:48,2018-07-18 05:13:40,7.28111111111111,436.866666666667,364.866666666667,72,6.08111111111111,1.2,6,1,"Soprano pipistrelle",22,28,0.14
"274","d7",55.024583,-6.821733,"2018-07-19","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-07-19 00:26:22",2018-07-19 00:26:22,2018-07-18,"Jul",2018-07-18 21:55:30,2018-07-19 05:15:11,7.32805555555556,439.683333333333,150.866666666667,288.816666666667,2.51444444444444,4.81361111111111,3,5,"Soprano pipistrelle",22,28,0.14
"275","d7",55.024583,-6.821733,"2018-07-23","NBNSYS0100004720","Pipistrellus pygmaeus",15,86,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-07-23 23:02:12",2018-07-23 23:02:12,2018-07-23,"Jul",2018-07-23 21:48:15,2018-07-24 05:23:09,7.58166666666667,454.9,73.95,380.95,1.2325,6.34916666666667,1,6,"Soprano pipistrelle",22,28,1.98
"276","d9",55.01965,-6.82065,"2018-07-23","NBNSYS0100004720","Pipistrellus pygmaeus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-07-23 23:12:56",2018-07-23 23:12:56,2018-07-23,"Jul",2018-07-23 21:48:15,2018-07-24 05:23:09,7.58166666666667,454.9,84.6833333333333,370.216666666667,1.41138888888889,6.17027777777778,1,6,"Soprano pipistrelle",22,28,0.26
"277","d8",55.022133,-6.82135,"2018-07-24","NBNSYS0100004720","Pipistrellus pygmaeus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-07-24 22:53:31",2018-07-24 22:53:31,2018-07-24,"Jul",2018-07-24 21:46:41,2018-07-25 05:24:49,7.63555555555556,458.133333333333,66.8333333333333,391.3,1.11388888888889,6.52166666666667,1,7,"Soprano pipistrelle",22,28,0.26
"278","d10",55.017283,-6.81975,"2018-07-25","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-07-25 02:37:22",2018-07-25 02:37:22,2018-07-24,"Jul",2018-07-24 21:46:41,2018-07-25 05:24:49,7.63555555555556,458.133333333333,290.683333333333,167.45,4.84472222222222,2.79083333333333,5,3,"Soprano pipistrelle",22,28,0.13
"279","d7",55.024583,-6.821733,"2018-07-25","NBNSYS0100004720","Pipistrellus pygmaeus",3,51,"medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-07-25 00:18:15",2018-07-25 00:18:15,2018-07-24,"Jul",2018-07-24 21:46:41,2018-07-25 05:24:49,7.63555555555556,458.133333333333,151.566666666667,306.566666666667,2.52611111111111,5.10944444444444,3,5,"Soprano pipistrelle",22,28,0.39
"280","d9",55.01965,-6.82065,"2018-07-25","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-07-25 01:01:37",2018-07-25 01:01:37,2018-07-24,"Jul",2018-07-24 21:46:41,2018-07-25 05:24:49,7.63555555555556,458.133333333333,194.933333333333,263.2,3.24888888888889,4.38666666666667,3,4,"Soprano pipistrelle",22,28,0.13
"281","d6",55.0269,-6.821783,"2018-07-29","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-07-29 23:47:21",2018-07-29 23:47:21,2018-07-29,"Jul",2018-07-29 21:38:13,2018-07-30 05:33:25,7.92,475.2,129.133333333333,346.066666666667,2.15222222222222,5.76777777777778,2,6,"Soprano pipistrelle",22,28,0.13
"282","d8",55.022133,-6.82135,"2018-07-30","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-07-30 00:04:29",2018-07-30 00:04:29,2018-07-29,"Jul",2018-07-29 21:38:13,2018-07-30 05:33:25,7.92,475.2,146.266666666667,328.933333333333,2.43777777777778,5.48222222222222,2,5,"Soprano pipistrelle",22,28,0.13
"283","d10",55.017283,-6.81975,"2018-08-02","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-02 23:37:26",2018-08-02 23:37:26,2018-08-02,"Aug",2018-08-02 21:30:49,2018-08-03 05:40:34,8.1625,489.75,126.616666666667,363.133333333333,2.11027777777778,6.05222222222222,2,6,"Soprano pipistrelle",22,28,0.12
"284","d8",55.022133,-6.82135,"2018-08-02","NBNSYS0100004720","Pipistrellus pygmaeus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-02 22:43:17",2018-08-02 22:43:17,2018-08-02,"Aug",2018-08-02 21:30:49,2018-08-03 05:40:34,8.1625,489.75,72.4666666666667,417.283333333333,1.20777777777778,6.95472222222222,1,7,"Soprano pipistrelle",22,28,0.25
"285","d9",55.01965,-6.82065,"2018-08-02","NBNSYS0100004720","Pipistrellus pygmaeus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-02 22:41:29",2018-08-02 22:41:29,2018-08-02,"Aug",2018-08-02 21:30:49,2018-08-03 05:40:34,8.1625,489.75,70.6666666666667,419.083333333333,1.17777777777778,6.98472222222222,1,7,"Soprano pipistrelle",22,28,0.25
"286","d7",55.024583,-6.821733,"2018-08-03","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-03 01:57:18",2018-08-03 01:57:18,2018-08-02,"Aug",2018-08-02 21:30:49,2018-08-03 05:40:34,8.1625,489.75,266.483333333333,223.266666666667,4.44138888888889,3.72111111111111,4,4,"Soprano pipistrelle",22,28,0.12
"287","d9",55.01965,-6.82065,"2018-08-03","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-03 22:43:05",2018-08-03 22:43:05,2018-08-03,"Aug",2018-08-03 21:28:54,2018-08-04 05:42:23,8.22472222222222,493.483333333333,74.1833333333333,419.3,1.23638888888889,6.98833333333333,1,7,"Soprano pipistrelle",22,28,0.12
"288","d6",55.0269,-6.821783,"2018-08-04","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-04 23:03:31",2018-08-04 23:03:31,2018-08-04,"Aug",2018-08-04 21:26:56,2018-08-05 05:44:12,8.28777777777778,497.266666666667,96.5833333333333,400.683333333333,1.60972222222222,6.67805555555556,2,7,"Soprano pipistrelle",22,28,0.12
"289","d8",55.022133,-6.82135,"2018-08-04","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-04 02:00:06",2018-08-04 02:00:06,2018-08-03,"Aug",2018-08-03 21:28:54,2018-08-04 05:42:23,8.22472222222222,493.483333333333,271.2,222.283333333333,4.52,3.70472222222222,5,4,"Soprano pipistrelle",22,28,0.12
"290","d9",55.01965,-6.82065,"2018-08-04","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-04 23:26:22",2018-08-04 23:26:22,2018-08-04,"Aug",2018-08-04 21:26:56,2018-08-05 05:44:12,8.28777777777778,497.266666666667,119.433333333333,377.833333333333,1.99055555555556,6.29722222222222,2,6,"Soprano pipistrelle",22,28,0.12
"291","d7",55.024583,-6.821733,"2018-08-05","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-05 23:02:40",2018-08-05 23:02:40,2018-08-05,"Aug",2018-08-05 21:24:57,2018-08-06 05:46:02,8.35138888888889,501.083333333333,97.7166666666667,403.366666666667,1.62861111111111,6.72277777777778,2,7,"Soprano pipistrelle",22,28,0.12
"292","d8",55.022133,-6.82135,"2018-08-05","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-05 01:26:19",2018-08-05 01:26:19,2018-08-04,"Aug",2018-08-04 21:26:56,2018-08-05 05:44:12,8.28777777777778,497.266666666667,239.383333333333,257.883333333333,3.98972222222222,4.29805555555556,4,4,"Soprano pipistrelle",22,28,0.12
"293","d10",55.017283,-6.81975,"2018-08-06","NBNSYS0100004720","Pipistrellus pygmaeus",12,83,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-06 03:09:54",2018-08-06 03:09:54,2018-08-05,"Aug",2018-08-05 21:24:57,2018-08-06 05:46:02,8.35138888888889,501.083333333333,344.95,156.133333333333,5.74916666666667,2.60222222222222,6,3,"Soprano pipistrelle",22,28,1.44
"294","d10",55.017283,-6.81975,"2018-08-06","NBNSYS0100004720","Pipistrellus pygmaeus",12,83,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-06 23:01:31",2018-08-06 23:01:31,2018-08-06,"Aug",2018-08-06 21:22:56,2018-08-07 05:47:53,8.41583333333333,504.95,98.5833333333333,406.366666666667,1.64305555555556,6.77277777777778,2,7,"Soprano pipistrelle",22,28,1.43
"295","d6",55.0269,-6.821783,"2018-08-06","NBNSYS0100004720","Pipistrellus pygmaeus",9,79,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-06 22:44:11",2018-08-06 22:44:11,2018-08-06,"Aug",2018-08-06 21:22:56,2018-08-07 05:47:53,8.41583333333333,504.95,81.25,423.7,1.35416666666667,7.06166666666667,1,7,"Soprano pipistrelle",22,28,1.07
"296","d7",55.024583,-6.821733,"2018-08-06","NBNSYS0100004720","Pipistrellus pygmaeus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-06 22:39:41",2018-08-06 22:39:41,2018-08-06,"Aug",2018-08-06 21:22:56,2018-08-07 05:47:53,8.41583333333333,504.95,76.75,428.2,1.27916666666667,7.13666666666667,1,7,"Soprano pipistrelle",22,28,0.24
"297","d8",55.022133,-6.82135,"2018-08-06","NBNSYS0100004720","Pipistrellus pygmaeus",13,84,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-06 22:22:02",2018-08-06 22:22:02,2018-08-06,"Aug",2018-08-06 21:22:56,2018-08-07 05:47:53,8.41583333333333,504.95,59.1,445.85,0.985,7.43083333333333,1,7,"Soprano pipistrelle",22,28,1.54
"298","d9",55.01965,-6.82065,"2018-08-06","NBNSYS0100004720","Pipistrellus pygmaeus",8,77,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-06 22:20:01",2018-08-06 22:20:01,2018-08-06,"Aug",2018-08-06 21:22:56,2018-08-07 05:47:53,8.41583333333333,504.95,57.0833333333333,447.866666666667,0.951388888888889,7.46444444444444,1,7,"Soprano pipistrelle",22,28,0.95
"299","d8",55.022133,-6.82135,"2018-08-08","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-08 00:10:54",2018-08-08 00:10:54,2018-08-07,"Aug",2018-08-07 21:20:53,2018-08-08 05:49:44,8.48083333333333,508.85,170.016666666667,338.833333333333,2.83361111111111,5.64722222222222,3,6,"Soprano pipistrelle",22,28,0.12
"300","d7",55.024583,-6.821733,"2018-08-10","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-10 23:33:52",2018-08-10 23:33:52,2018-08-10,"Aug",2018-08-10 21:14:36,2018-08-11 05:55:18,8.67833333333333,520.7,139.266666666667,381.433333333333,2.32111111111111,6.35722222222222,2,6,"Soprano pipistrelle",22,28,0.12
"301","d8",55.022133,-6.82135,"2018-08-11","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-11 00:56:59",2018-08-11 00:56:59,2018-08-10,"Aug",2018-08-10 21:14:36,2018-08-11 05:55:18,8.67833333333333,520.7,222.383333333333,298.316666666667,3.70638888888889,4.97194444444444,4,5,"Soprano pipistrelle",22,28,0.12
"302","d6",55.0269,-6.821783,"2018-08-12","NBNSYS0100004720","Pipistrellus pygmaeus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-12 23:00:31",2018-08-12 23:00:31,2018-08-12,"Aug",2018-08-12 21:10:17,2018-08-13 05:59:03,8.81277777777778,528.766666666667,110.233333333333,418.533333333333,1.83722222222222,6.97555555555556,2,7,"Soprano pipistrelle",22,28,0.23
"303","d8",55.022133,-6.82135,"2018-08-12","NBNSYS0100004720","Pipistrellus pygmaeus",4,60,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-12 22:50:24",2018-08-12 22:50:24,2018-08-12,"Aug",2018-08-12 21:10:17,2018-08-13 05:59:03,8.81277777777778,528.766666666667,100.116666666667,428.65,1.66861111111111,7.14416666666667,2,7,"Soprano pipistrelle",22,28,0.45
"304","d6",55.0269,-6.821783,"2018-08-14","NBNSYS0100004720","Pipistrellus pygmaeus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",213,100,1,"No","2018-08-14 00:53:54",2018-08-14 00:53:54,2018-08-13,"Aug",2018-08-13 21:08:05,2018-08-14 06:00:55,8.88055555555556,532.833333333333,225.816666666667,307.016666666667,3.76361111111111,5.11694444444444,4,5,"Soprano pipistrelle",22,28,0.11
