"","location_name","lat","lon","date","species_tvk","species","passes","percentile","activity_level","pass_definition","detector_make","detector_model","detector_height_m","roost_within_25m","activity_elevated_by_roost","roost_species","linear_feature_adjacent","linear_feature_25m","anthropogenic_feature_adjacent","anthropogenic_feature_25m","temperature_c","rainfall","wind_speed_mph","method_of_classification","analysis_software_used","site_name","reference_range_size","location_filter","date_filter","detector_make_filter","timestamp","DateTime","Night","Month","sunset","sunrise","night_length_hr","night_length_min","post_set_min","pre_rise_min","post_set_hr","pre_rise_hr","post_set_hr_int","pre_rise_hr_int","Spp","lower","upper","passes.per.hour"
"203","d10",55.017283,-6.81975,"2018-07-16","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-16 00:27:12",2018-07-16 00:27:12,2018-07-15,"Jul",2018-07-15 21:59:18,2018-07-16 05:10:44,7.19055555555556,431.433333333333,147.9,283.533333333333,2.465,4.72555555555556,2,5,"Common pipistrelle",22,32,0.14
"204","d8",55.022133,-6.82135,"2018-07-17","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-17 23:16:45",2018-07-17 23:16:45,2018-07-17,"Jul",2018-07-17 21:56:48,2018-07-18 05:13:40,7.28111111111111,436.866666666667,79.95,356.916666666667,1.3325,5.94861111111111,1,6,"Common pipistrelle",22,32,0.14
"205","d10",55.017283,-6.81975,"2018-07-18","NHMSYS0020001355","Pipistrellus pipistrellus",7,73,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-18 00:17:21",2018-07-18 00:17:21,2018-07-17,"Jul",2018-07-17 21:56:48,2018-07-18 05:13:40,7.28111111111111,436.866666666667,140.55,296.316666666667,2.3425,4.93861111111111,2,5,"Common pipistrelle",22,32,0.96
"206","d6",55.0269,-6.821783,"2018-07-18","NHMSYS0020001355","Pipistrellus pipistrellus",7,73,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-18 02:44:24",2018-07-18 02:44:24,2018-07-17,"Jul",2018-07-17 21:56:48,2018-07-18 05:13:40,7.28111111111111,436.866666666667,287.6,149.266666666667,4.79333333333333,2.48777777777778,5,2,"Common pipistrelle",22,32,0.96
"207","d9",55.01965,-6.82065,"2018-07-18","NHMSYS0020001355","Pipistrellus pipistrellus",3,51,"medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-18 23:37:33",2018-07-18 23:37:33,2018-07-18,"Jul",2018-07-18 21:55:30,2018-07-19 05:15:11,7.32805555555556,439.683333333333,102.05,337.633333333333,1.70083333333333,5.62722222222222,2,6,"Common pipistrelle",22,32,0.41
"208","d7",55.024583,-6.821733,"2018-07-19","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-19 00:24:23",2018-07-19 00:24:23,2018-07-18,"Jul",2018-07-18 21:55:30,2018-07-19 05:15:11,7.32805555555556,439.683333333333,148.883333333333,290.8,2.48138888888889,4.84666666666667,2,5,"Common pipistrelle",22,32,0.14
"209","d8",55.022133,-6.82135,"2018-07-19","NHMSYS0020001355","Pipistrellus pipistrellus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-19 00:11:04",2018-07-19 00:11:04,2018-07-18,"Jul",2018-07-18 21:55:30,2018-07-19 05:15:11,7.32805555555556,439.683333333333,135.566666666667,304.116666666667,2.25944444444444,5.06861111111111,2,5,"Common pipistrelle",22,32,0.27
"210","d9",55.01965,-6.82065,"2018-07-22","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-22 22:40:23",2018-07-22 22:40:23,2018-07-22,"Jul",2018-07-22 21:49:47,2018-07-23 05:21:30,7.52861111111111,451.716666666667,50.6,401.116666666667,0.843333333333333,6.68527777777778,1,7,"Common pipistrelle",22,32,0.13
"211","d10",55.017283,-6.81975,"2018-07-23","NHMSYS0020001355","Pipistrellus pipistrellus",16,86,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-23 22:45:09",2018-07-23 22:45:09,2018-07-23,"Jul",2018-07-23 21:48:15,2018-07-24 05:23:09,7.58166666666667,454.9,56.9,398,0.948333333333333,6.63333333333333,1,7,"Common pipistrelle",22,32,2.11
"212","d6",55.0269,-6.821783,"2018-07-23","NHMSYS0020001355","Pipistrellus pipistrellus",27,93,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-23 22:24:31",2018-07-23 22:24:31,2018-07-23,"Jul",2018-07-23 21:48:15,2018-07-24 05:23:09,7.58166666666667,454.9,36.2666666666667,418.633333333333,0.604444444444444,6.97722222222222,1,7,"Common pipistrelle",22,32,3.56
"213","d7",55.024583,-6.821733,"2018-07-23","NHMSYS0020001355","Pipistrellus pipistrellus",5,67,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-23 22:42:34",2018-07-23 22:42:34,2018-07-23,"Jul",2018-07-23 21:48:15,2018-07-24 05:23:09,7.58166666666667,454.9,54.3166666666667,400.583333333333,0.905277777777778,6.67638888888889,1,7,"Common pipistrelle",22,32,0.66
"214","d8",55.022133,-6.82135,"2018-07-23","NHMSYS0020001355","Pipistrellus pipistrellus",9,79,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-23 00:31:49",2018-07-23 00:31:49,2018-07-22,"Jul",2018-07-22 21:49:47,2018-07-23 05:21:30,7.52861111111111,451.716666666667,162.033333333333,289.683333333333,2.70055555555556,4.82805555555556,3,5,"Common pipistrelle",22,32,1.2
"215","d8",55.022133,-6.82135,"2018-07-23","NHMSYS0020001355","Pipistrellus pipistrellus",9,79,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-23 22:43:41",2018-07-23 22:43:41,2018-07-23,"Jul",2018-07-23 21:48:15,2018-07-24 05:23:09,7.58166666666667,454.9,55.4333333333333,399.466666666667,0.923888888888889,6.65777777777778,1,7,"Common pipistrelle",22,32,1.19
"216","d9",55.01965,-6.82065,"2018-07-23","NHMSYS0020001355","Pipistrellus pipistrellus",19,88,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-23 23:00:07",2018-07-23 23:00:07,2018-07-23,"Jul",2018-07-23 21:48:15,2018-07-24 05:23:09,7.58166666666667,454.9,71.8666666666667,383.033333333333,1.19777777777778,6.38388888888889,1,6,"Common pipistrelle",22,32,2.51
"217","d10",55.017283,-6.81975,"2018-07-24","NHMSYS0020001355","Pipistrellus pipistrellus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-24 23:04:25",2018-07-24 23:04:25,2018-07-24,"Jul",2018-07-24 21:46:41,2018-07-25 05:24:49,7.63555555555556,458.133333333333,77.7333333333333,380.4,1.29555555555556,6.34,1,6,"Common pipistrelle",22,32,0.26
"218","d8",55.022133,-6.82135,"2018-07-24","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-24 22:48:52",2018-07-24 22:48:52,2018-07-24,"Jul",2018-07-24 21:46:41,2018-07-25 05:24:49,7.63555555555556,458.133333333333,62.1833333333333,395.95,1.03638888888889,6.59916666666667,1,7,"Common pipistrelle",22,32,0.13
"219","d6",55.0269,-6.821783,"2018-07-25","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-25 01:47:18",2018-07-25 01:47:18,2018-07-24,"Jul",2018-07-24 21:46:41,2018-07-25 05:24:49,7.63555555555556,458.133333333333,240.616666666667,217.516666666667,4.01027777777778,3.62527777777778,4,4,"Common pipistrelle",22,32,0.13
"220","d9",55.01965,-6.82065,"2018-07-25","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-25 01:10:10",2018-07-25 01:10:10,2018-07-24,"Jul",2018-07-24 21:46:41,2018-07-25 05:24:49,7.63555555555556,458.133333333333,203.483333333333,254.65,3.39138888888889,4.24416666666667,3,4,"Common pipistrelle",22,32,0.13
"221","d10",55.017283,-6.81975,"2018-07-26","NHMSYS0020001355","Pipistrellus pipistrellus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-26 23:01:29",2018-07-26 23:01:29,2018-07-26,"Jul",2018-07-26 21:43:24,2018-07-27 05:28:12,7.74666666666667,464.8,78.0833333333333,386.716666666667,1.30138888888889,6.44527777777778,1,6,"Common pipistrelle",22,32,0.26
"222","d6",55.0269,-6.821783,"2018-07-26","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-07-26 22:34:04",2018-07-26 22:34:04,2018-07-26,"Jul",2018-07-26 21:43:24,2018-07-27 05:28:12,7.74666666666667,464.8,50.6666666666667,414.133333333333,0.844444444444444,6.90222222222222,1,7,"Common pipistrelle",22,32,0.13
"223","d7",55.024583,-6.821733,"2018-08-03","NHMSYS0020001355","Pipistrellus pipistrellus",3,51,"medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-03 22:03:40",2018-08-03 22:03:40,2018-08-03,"Aug",2018-08-03 21:28:54,2018-08-04 05:42:23,8.22472222222222,493.483333333333,34.7666666666667,458.716666666667,0.579444444444444,7.64527777777778,1,8,"Common pipistrelle",22,32,0.36
"224","d8",55.022133,-6.82135,"2018-08-03","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-03 22:03:45",2018-08-03 22:03:45,2018-08-03,"Aug",2018-08-03 21:28:54,2018-08-04 05:42:23,8.22472222222222,493.483333333333,34.85,458.633333333333,0.580833333333333,7.64388888888889,1,8,"Common pipistrelle",22,32,0.12
"225","d9",55.01965,-6.82065,"2018-08-03","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-03 22:33:34",2018-08-03 22:33:34,2018-08-03,"Aug",2018-08-03 21:28:54,2018-08-04 05:42:23,8.22472222222222,493.483333333333,64.6666666666667,428.816666666667,1.07777777777778,7.14694444444444,1,7,"Common pipistrelle",22,32,0.12
"226","d8",55.022133,-6.82135,"2018-08-04","NHMSYS0020001355","Pipistrellus pipistrellus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-04 22:10:07",2018-08-04 22:10:07,2018-08-04,"Aug",2018-08-04 21:26:56,2018-08-05 05:44:12,8.28777777777778,497.266666666667,43.1833333333333,454.083333333333,0.719722222222222,7.56805555555556,1,8,"Common pipistrelle",22,32,0.24
"227","d10",55.017283,-6.81975,"2018-08-06","NHMSYS0020001355","Pipistrellus pipistrellus",31,94,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-06 22:16:48",2018-08-06 22:16:48,2018-08-06,"Aug",2018-08-06 21:22:56,2018-08-07 05:47:53,8.41583333333333,504.95,53.8666666666667,451.083333333333,0.897777777777778,7.51805555555556,1,8,"Common pipistrelle",22,32,3.68
"228","d6",55.0269,-6.821783,"2018-08-06","NHMSYS0020001355","Pipistrellus pipistrellus",9,79,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-06 22:31:15",2018-08-06 22:31:15,2018-08-06,"Aug",2018-08-06 21:22:56,2018-08-07 05:47:53,8.41583333333333,504.95,68.3166666666667,436.633333333333,1.13861111111111,7.27722222222222,1,7,"Common pipistrelle",22,32,1.07
"229","d7",55.024583,-6.821733,"2018-08-06","NHMSYS0020001355","Pipistrellus pipistrellus",6,70,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-06 22:33:29",2018-08-06 22:33:29,2018-08-06,"Aug",2018-08-06 21:22:56,2018-08-07 05:47:53,8.41583333333333,504.95,70.55,434.4,1.17583333333333,7.24,1,7,"Common pipistrelle",22,32,0.71
"230","d8",55.022133,-6.82135,"2018-08-06","NHMSYS0020001355","Pipistrellus pipistrellus",14,85,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-06 21:56:18",2018-08-06 21:56:18,2018-08-06,"Aug",2018-08-06 21:22:56,2018-08-07 05:47:53,8.41583333333333,504.95,33.3666666666667,471.583333333333,0.556111111111111,7.85972222222222,1,8,"Common pipistrelle",22,32,1.66
"231","d9",55.01965,-6.82065,"2018-08-06","NHMSYS0020001355","Pipistrellus pipistrellus",12,83,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-06 23:25:00",2018-08-06 23:25:00,2018-08-06,"Aug",2018-08-06 21:22:56,2018-08-07 05:47:53,8.41583333333333,504.95,122.066666666667,382.883333333333,2.03444444444444,6.38138888888889,2,6,"Common pipistrelle",22,32,1.43
"232","d8",55.022133,-6.82135,"2018-08-07","NHMSYS0020001355","Pipistrellus pipistrellus",4,60,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-07 21:59:18",2018-08-07 21:59:18,2018-08-07,"Aug",2018-08-07 21:20:53,2018-08-08 05:49:44,8.48083333333333,508.85,38.4166666666667,470.433333333333,0.640277777777778,7.84055555555556,1,8,"Common pipistrelle",22,32,0.47
"233","d7",55.024583,-6.821733,"2018-08-10","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-10 21:51:42",2018-08-10 21:51:42,2018-08-10,"Aug",2018-08-10 21:14:36,2018-08-11 05:55:18,8.67833333333333,520.7,37.1,483.6,0.618333333333333,8.06,1,8,"Common pipistrelle",22,32,0.12
"234","d8",55.022133,-6.82135,"2018-08-10","NHMSYS0020001355","Pipistrellus pipistrellus",32,94,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-10 21:47:40",2018-08-10 21:47:40,2018-08-10,"Aug",2018-08-10 21:14:36,2018-08-11 05:55:18,8.67833333333333,520.7,33.0666666666667,487.633333333333,0.551111111111111,8.12722222222222,1,8,"Common pipistrelle",22,32,3.69
"235","d9",55.01965,-6.82065,"2018-08-10","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-10 22:36:08",2018-08-10 22:36:08,2018-08-10,"Aug",2018-08-10 21:14:36,2018-08-11 05:55:18,8.67833333333333,520.7,81.5333333333333,439.166666666667,1.35888888888889,7.31944444444444,1,7,"Common pipistrelle",22,32,0.12
"236","d10",55.017283,-6.81975,"2018-08-12","NHMSYS0020001355","Pipistrellus pipistrellus",3,51,"medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-12 22:31:21",2018-08-12 22:31:21,2018-08-12,"Aug",2018-08-12 21:10:17,2018-08-13 05:59:03,8.81277777777778,528.766666666667,81.0666666666667,447.7,1.35111111111111,7.46166666666667,1,7,"Common pipistrelle",22,32,0.34
"237","d7",55.024583,-6.821733,"2018-08-13","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-13 23:38:49",2018-08-13 23:38:49,2018-08-13,"Aug",2018-08-13 21:08:05,2018-08-14 06:00:55,8.88055555555556,532.833333333333,150.733333333333,382.1,2.51222222222222,6.36833333333333,3,6,"Common pipistrelle",22,32,0.11
"238","d8",55.022133,-6.82135,"2018-08-13","NHMSYS0020001355","Pipistrellus pipistrellus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-13 00:16:34",2018-08-13 00:16:34,2018-08-12,"Aug",2018-08-12 21:10:17,2018-08-13 05:59:03,8.81277777777778,528.766666666667,186.283333333333,342.483333333333,3.10472222222222,5.70805555555556,3,6,"Common pipistrelle",22,32,0.23
"239","d8",55.022133,-6.82135,"2018-08-13","NHMSYS0020001355","Pipistrellus pipistrellus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-13 23:51:57",2018-08-13 23:51:57,2018-08-13,"Aug",2018-08-13 21:08:05,2018-08-14 06:00:55,8.88055555555556,532.833333333333,163.866666666667,368.966666666667,2.73111111111111,6.14944444444444,3,6,"Common pipistrelle",22,32,0.23
"240","d10",55.017283,-6.81975,"2018-08-19","NHMSYS0020001355","Pipistrellus pipistrellus",18,87,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-19 21:24:28",2018-08-19 21:24:28,2018-08-19,"Aug",2018-08-19 20:54:30,2018-08-20 06:12:12,9.295,557.7,29.9666666666667,527.733333333333,0.499444444444444,8.79555555555556,0,9,"Common pipistrelle",22,32,1.94
"241","d6",55.0269,-6.821783,"2018-08-19","NHMSYS0020001355","Pipistrellus pipistrellus",74,98,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-19 21:30:59",2018-08-19 21:30:59,2018-08-19,"Aug",2018-08-19 20:54:30,2018-08-20 06:12:12,9.295,557.7,36.4833333333333,521.216666666667,0.608055555555556,8.68694444444444,1,9,"Common pipistrelle",22,32,7.96
"242","d7",55.024583,-6.821733,"2018-08-19","NHMSYS0020001355","Pipistrellus pipistrellus",31,94,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-19 21:33:01",2018-08-19 21:33:01,2018-08-19,"Aug",2018-08-19 20:54:30,2018-08-20 06:12:12,9.295,557.7,38.5166666666667,519.183333333333,0.641944444444444,8.65305555555556,1,9,"Common pipistrelle",22,32,3.34
"243","d8",55.022133,-6.82135,"2018-08-19","NHMSYS0020001355","Pipistrellus pipistrellus",36,94,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-19 21:22:44",2018-08-19 21:22:44,2018-08-19,"Aug",2018-08-19 20:54:30,2018-08-20 06:12:12,9.295,557.7,28.2333333333333,529.466666666667,0.470555555555556,8.82444444444444,0,9,"Common pipistrelle",22,32,3.87
"244","d9",55.01965,-6.82065,"2018-08-19","NHMSYS0020001355","Pipistrellus pipistrellus",22,89,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-19 21:53:54",2018-08-19 21:53:54,2018-08-19,"Aug",2018-08-19 20:54:30,2018-08-20 06:12:12,9.295,557.7,59.4,498.3,0.99,8.305,1,8,"Common pipistrelle",22,32,2.37
"245","d10",55.017283,-6.81975,"2018-08-20","NHMSYS0020001355","Pipistrellus pipistrellus",4,60,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-20 21:33:22",2018-08-20 21:33:22,2018-08-20,"Aug",2018-08-20 20:52:10,2018-08-21 06:14:05,9.36527777777778,561.916666666667,41.2,520.716666666667,0.686666666666667,8.67861111111111,1,9,"Common pipistrelle",22,32,0.43
"246","d6",55.0269,-6.821783,"2018-08-20","NHMSYS0020001355","Pipistrellus pipistrellus",11,82,"high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-20 21:32:33",2018-08-20 21:32:33,2018-08-20,"Aug",2018-08-20 20:52:10,2018-08-21 06:14:05,9.36527777777778,561.916666666667,40.3833333333333,521.533333333333,0.673055555555556,8.69222222222222,1,9,"Common pipistrelle",22,32,1.17
"247","d7",55.024583,-6.821733,"2018-08-20","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-20 23:24:07",2018-08-20 23:24:07,2018-08-20,"Aug",2018-08-20 20:52:10,2018-08-21 06:14:05,9.36527777777778,561.916666666667,151.95,409.966666666667,2.5325,6.83277777777778,3,7,"Common pipistrelle",22,32,0.11
"248","d8",55.022133,-6.82135,"2018-08-21","NHMSYS0020001355","Pipistrellus pipistrellus",5,67,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-21 00:29:59",2018-08-21 00:29:59,2018-08-20,"Aug",2018-08-20 20:52:10,2018-08-21 06:14:05,9.36527777777778,561.916666666667,217.816666666667,344.1,3.63027777777778,5.735,4,6,"Common pipistrelle",22,32,0.53
"249","d6",55.0269,-6.821783,"2018-08-25","NHMSYS0020001355","Pipistrellus pipistrellus",5,67,"medium/high","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-25 21:29:51",2018-08-25 21:29:51,2018-08-25,"Aug",2018-08-25 20:40:16,2018-08-26 06:23:28,9.72,583.2,49.5833333333333,533.616666666667,0.826388888888889,8.89361111111111,1,9,"Common pipistrelle",22,32,0.51
"250","d9",55.01965,-6.82065,"2018-08-25","NHMSYS0020001355","Pipistrellus pipistrellus",2,31,"low/medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-25 22:20:52",2018-08-25 22:20:52,2018-08-25,"Aug",2018-08-25 20:40:16,2018-08-26 06:23:28,9.72,583.2,100.6,482.6,1.67666666666667,8.04333333333333,2,8,"Common pipistrelle",22,32,0.21
"251","d6",55.0269,-6.821783,"2018-08-29","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-29 22:35:48",2018-08-29 22:35:48,2018-08-29,"Aug",2018-08-29 20:30:30,2018-08-30 06:30:57,10.0075,600.45,125.3,475.15,2.08833333333333,7.91916666666667,2,8,"Common pipistrelle",22,32,0.1
"252","d8",55.022133,-6.82135,"2018-08-29","NHMSYS0020001355","Pipistrellus pipistrellus",3,51,"medium","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-29 21:07:27",2018-08-29 21:07:27,2018-08-29,"Aug",2018-08-29 20:30:30,2018-08-30 06:30:57,10.0075,600.45,36.95,563.5,0.615833333333333,9.39166666666667,1,9,"Common pipistrelle",22,32,0.3
"253","d9",55.01965,-6.82065,"2018-08-29","NHMSYS0020001355","Pipistrellus pipistrellus",1,0,"low","Pass 1s gap","Wildlife Acoustics","SM2",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rigged Hill",275,100,1,"No","2018-08-29 22:24:50",2018-08-29 22:24:50,2018-08-29,"Aug",2018-08-29 20:30:30,2018-08-30 06:30:57,10.0075,600.45,114.333333333333,486.116666666667,1.90555555555556,8.10194444444445,2,8,"Common pipistrelle",22,32,0.1
